run_id,formula,method,seed,epoch,xrd_mean,xrd_err,xrd_max,xrd_min,reward_mean,reward_err,reward_max,reward_min,advantage_mean,advantage_std,ppo_objective,log_ratio_to_reference,clip_fraction,ratio_mean,ratio_max,approx_kl_old,grad_norm,score_p10,score_p50,score_p90,attempt,unique_space_groups,unique_wyckoff_sequences,unique_atom_sequences,unique_WA_combinations,replay_epoch
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,6,0.322222,0.009764,0.415732,0.165839,0.322222,0.009764,0.415732,0.165839,0.0,1.0,0.005836,-0.018703,0.0,0.992149,1.03192,0.000407,227.827332,0.254083,0.334995,0.379647,32,29,20,7,20,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,7,0.341471,0.009312,0.470873,0.194058,0.341471,0.009312,0.470873,0.194058,0.0,1.0,0.002906,0.004214,0.0,1.001102,1.057039,0.000255,277.186768,0.274117,0.348845,0.384834,32,27,21,7,21,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,8,0.304693,0.020198,0.478043,0.0,0.304693,0.020198,0.478043,0.0,0.0,1.0,0.005602,0.0045,0.0,0.996295,1.021806,7.6e-05,365.691956,0.201916,0.31051,0.423429,32,29,23,9,23,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,9,0.346879,0.01222,0.477425,0.181106,0.346879,0.01222,0.477425,0.181106,0.0,1.0,0.002195,0.011643,0.0,1.002279,1.036092,8.4e-05,231.134033,0.275987,0.351166,0.446415,32,29,25,7,25,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,10,0.351268,0.0156,0.567697,0.0,0.351268,0.0156,0.567697,0.0,0.0,1.0,0.015029,-0.013628,0.0,0.995764,1.033528,0.000261,707.543091,0.297266,0.347385,0.398125,32,23,20,9,20,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,11,0.316131,0.012333,0.473395,0.135214,0.316131,0.012333,0.473395,0.135214,-0.0,1.0,-0.00385,0.051127,0.0,1.005018,1.030328,6.9e-05,139.377426,0.235234,0.323747,0.397814,32,28,25,8,25,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,12,0.338674,0.012256,0.463043,0.17564,0.338674,0.012256,0.463043,0.17564,0.0,1.0,0.003436,-0.007319,0.0,0.999078,1.013623,2.9e-05,220.295609,0.237567,0.330902,0.440631,32,28,24,9,24,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,13,0.346135,0.011212,0.494692,0.192314,0.346135,0.011212,0.494692,0.192314,0.0,1.0,0.005111,-0.009925,0.0,0.999033,1.036424,0.000111,323.232544,0.277288,0.354244,0.421496,32,26,27,8,27,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,14,0.336277,0.013812,0.658442,0.200885,0.336277,0.013812,0.658442,0.200885,0.0,1.0,-0.000307,0.020469,0.0,0.997459,1.019136,6e-05,172.32515,0.259936,0.332366,0.400698,32,30,26,8,26,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,15,0.338957,0.01073,0.434916,0.187151,0.338957,0.01073,0.434916,0.187151,0.0,1.0,0.006811,-0.038668,0.0,0.996821,1.016665,5.3e-05,377.352509,0.243421,0.354732,0.399275,32,28,24,8,24,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,16,0.342513,0.011554,0.492997,0.190106,0.342513,0.011554,0.492997,0.190106,0.0,1.0,-9e-05,0.052637,0.0,1.000266,1.057725,0.000259,281.018707,0.272442,0.347375,0.413009,32,30,24,8,24,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,17,0.32413,0.014467,0.471798,0.0,0.32413,0.014467,0.471798,0.0,0.0,1.0,0.00855,-0.002736,0.0,1.004054,1.127666,0.000378,397.430634,0.263507,0.321464,0.406421,32,28,23,11,23,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,18,0.359875,0.012111,0.561826,0.248396,0.359875,0.012111,0.561826,0.248396,0.0,1.0,-0.003825,0.107389,0.0,0.997533,1.016315,0.00013,286.75116,0.268002,0.361493,0.440799,32,28,21,9,21,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,19,0.330748,0.014797,0.45966,0.0,0.330748,0.014797,0.45966,0.0,-0.0,1.0,-0.004538,0.07999,0.0,0.999497,1.054565,0.000144,295.09317,0.25915,0.329339,0.427253,32,26,22,6,22,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,20,0.332557,0.011077,0.466374,0.168599,0.332557,0.011077,0.466374,0.168599,-0.0,1.0,0.002371,-0.008229,0.0,0.995837,1.020842,8.5e-05,260.738342,0.259597,0.328743,0.400952,32,29,26,10,26,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,21,0.354852,0.008709,0.448751,0.24585,0.354852,0.008709,0.448751,0.24585,0.0,1.0,0.00071,0.009664,0.0,1.000452,1.026131,5.8e-05,196.071915,0.286736,0.359565,0.420593,32,29,20,8,20,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,22,0.338319,0.009193,0.455081,0.24518,0.338319,0.009193,0.455081,0.24518,0.0,1.0,-0.004497,0.061641,0.0,0.998293,1.031316,6.6e-05,139.277878,0.260966,0.346253,0.388959,32,25,23,7,23,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,23,0.357951,0.010833,0.511943,0.26564,0.357951,0.010833,0.511943,0.26564,-0.0,1.0,-0.001751,0.06798,0.0,1.000294,1.033938,0.00014,313.999512,0.29039,0.361124,0.451919,32,26,19,9,19,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,24,0.350248,0.00962,0.463127,0.200698,0.350248,0.00962,0.463127,0.200698,-0.0,1.0,0.000594,0.018462,0.0,0.998487,1.023226,5.8e-05,174.860168,0.283637,0.350658,0.419459,32,28,26,9,26,-1
case_02_Zr_peak_penalized_heads_seed9712,Zr,peak_penalized,9712,25,0.324413,0.01664,0.519501,0.0,0.324413,0.01664,0.519501,0.0,-0.0,1.0,0.00496,0.028992,0.0,0.998947,1.06189,0.000187,450.495117,0.23072,0.316982,0.440288,32,28,24,9,24,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,1,0.398049,0.016439,0.592522,0.0,0.398049,0.016439,0.592522,0.0,0.0,1.0,0.026045,-0.00377,0.0,0.996754,1.059265,0.000524,513.164246,0.338059,0.410633,0.463147,32,29,21,7,21,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,2,0.455375,0.019049,0.7778,0.314832,0.455375,0.019049,0.7778,0.314832,-0.0,1.0,0.005056,-0.005513,0.0,0.998903,1.054946,0.000283,577.929138,0.360934,0.431852,0.557999,32,28,21,9,21,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,3,0.391892,0.014491,0.497331,0.0,0.391892,0.014491,0.497331,0.0,0.0,1.0,0.002596,0.011041,0.0,1.002704,1.036908,0.000112,312.200958,0.34938,0.401467,0.455422,32,27,19,7,19,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,4,0.419044,0.010503,0.550466,0.295039,0.419044,0.010503,0.550466,0.295039,-0.0,1.0,0.002605,0.008542,0.0,1.003381,1.048184,0.000201,146.096558,0.329644,0.421185,0.491309,32,25,22,9,22,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,5,0.377571,0.019417,0.48655,0.0,0.377571,0.019417,0.48655,0.0,0.0,1.0,-6.9e-05,0.016502,0.0,1.000355,1.020619,5.1e-05,333.362061,0.324093,0.390708,0.463598,32,25,20,7,20,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,6,0.402853,0.017863,0.590813,0.0,0.402853,0.017863,0.590813,0.0,0.0,1.0,0.002187,0.022395,0.0,1.000527,1.054668,0.000129,417.319336,0.337389,0.401393,0.53326,32,26,23,10,23,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,7,0.400703,0.00848,0.50985,0.300821,0.400703,0.00848,0.50985,0.300821,0.0,1.0,0.003368,-0.003578,0.0,0.997876,1.040585,0.00013,267.317383,0.34266,0.406362,0.458036,32,27,22,9,22,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,8,0.42471,0.009547,0.561662,0.328302,0.42471,0.009547,0.561662,0.328302,0.0,1.0,0.005595,-0.028644,0.0,0.997394,1.019581,6e-05,425.824768,0.367926,0.408913,0.500263,32,27,21,7,21,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,9,0.434004,0.009827,0.611892,0.341827,0.434004,0.009827,0.611892,0.341827,0.0,1.0,0.002415,-0.015034,0.0,1.001765,1.019637,3.8e-05,215.421677,0.372528,0.420212,0.494689,32,30,26,8,26,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,10,0.419264,0.012161,0.615513,0.320457,0.419264,0.012161,0.615513,0.320457,0.0,1.0,0.000637,0.024625,0.0,1.00051,1.028207,3.6e-05,501.542847,0.366327,0.39648,0.544253,32,28,20,7,20,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,11,0.426632,0.014817,0.721138,0.338568,0.426632,0.014817,0.721138,0.338568,-0.0,1.0,-0.000217,0.025359,0.0,1.001929,1.022928,5.1e-05,331.430939,0.350463,0.417945,0.493145,32,28,25,10,25,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,12,0.43617,0.009626,0.665013,0.367581,0.43617,0.009626,0.665013,0.367581,-0.0,1.0,-2.5e-05,0.003799,0.0,1.000128,1.008018,6e-06,414.791168,0.381426,0.431232,0.471408,32,26,24,8,24,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,13,0.424349,0.012757,0.617605,0.319388,0.424349,0.012757,0.617605,0.319388,0.0,1.0,-0.00024,0.029151,0.0,0.996764,1.031393,9.5e-05,354.939026,0.352862,0.405291,0.521427,32,25,20,8,20,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,14,0.423917,0.008184,0.521169,0.352444,0.423917,0.008184,0.521169,0.352444,0.0,1.0,0.001836,0.014647,0.0,1.00037,1.034147,5.6e-05,331.316833,0.368709,0.421693,0.493971,32,26,24,9,24,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,15,0.414785,0.010378,0.595958,0.305355,0.414785,0.010378,0.595958,0.305355,-0.0,1.0,-0.000639,0.034525,0.0,0.998327,1.019261,3e-05,311.01123,0.356349,0.401678,0.478575,32,29,22,6,22,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,16,0.435364,0.012857,0.703454,0.310463,0.435364,0.012857,0.703454,0.310463,-0.0,1.0,0.004509,-0.005251,0.0,0.996871,1.014117,6.9e-05,304.192444,0.368222,0.428789,0.522586,32,27,21,9,21,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,17,0.425149,0.013271,0.624472,0.286281,0.425149,0.013271,0.624472,0.286281,-0.0,1.0,0.003519,0.010731,0.0,0.994743,1.013116,0.000149,395.055573,0.354628,0.421735,0.502041,32,27,25,8,25,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,18,0.416162,0.007119,0.489887,0.335516,0.416162,0.007119,0.489887,0.335516,-0.0,1.0,0.004648,-0.017191,0.0,0.99921,1.012575,2.6e-05,351.204651,0.359502,0.419817,0.464424,32,28,20,9,20,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,19,0.449545,0.019587,0.801365,0.332632,0.449545,0.019587,0.801365,0.332632,0.0,1.0,-0.002927,0.033112,0.0,0.998659,1.019225,5e-05,294.137543,0.357063,0.409003,0.564175,32,25,20,6,20,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,20,0.435157,0.007748,0.519355,0.364797,0.435157,0.007748,0.519355,0.364797,0.0,1.0,0.00134,0.016443,0.0,0.998131,1.048496,8.3e-05,294.474762,0.368361,0.441528,0.489402,32,27,24,8,24,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,21,0.423953,0.021032,0.848687,0.0,0.423953,0.021032,0.848687,0.0,0.0,1.0,0.022408,-0.022738,0.0,0.994324,1.033015,0.000538,683.390198,0.356045,0.414026,0.498545,32,31,25,8,25,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,22,0.413501,0.009044,0.513743,0.315165,0.413501,0.009044,0.513743,0.315165,-0.0,1.0,0.014188,-0.006887,0.0,0.990417,1.05002,0.000694,337.450226,0.3431,0.412898,0.482473,32,26,20,8,20,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,23,0.400316,0.008498,0.549202,0.305034,0.400316,0.008498,0.549202,0.305034,0.0,1.0,0.001639,-0.006474,0.0,1.000639,1.07279,0.000118,304.034943,0.35942,0.391798,0.457731,32,27,23,8,23,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,24,0.406673,0.01001,0.545996,0.32034,0.406673,0.01001,0.545996,0.32034,0.0,1.0,-0.000613,0.041628,0.0,0.99914,1.034864,9.2e-05,307.746918,0.342054,0.393386,0.494753,32,27,19,7,19,-1
case_02_Zr_peak_heads_seed9713,Zr,peak,9713,25,0.424919,0.012237,0.628003,0.318658,0.424919,0.012237,0.628003,0.318658,-0.0,1.0,0.001352,0.033493,0.0,1.004024,1.086456,0.000217,279.372559,0.339835,0.415324,0.509257,32,27,19,8,19,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,1,0.339964,0.014436,0.462842,0.0,0.339964,0.014436,0.462842,0.0,-0.0,1.0,0.022567,-0.003468,0.0,0.997056,1.05829,0.000523,439.277527,0.286741,0.351651,0.418411,32,29,21,7,21,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,2,0.34859,0.012077,0.487275,0.252049,0.34859,0.012077,0.487275,0.252049,-0.0,1.0,0.004243,-0.006836,0.0,0.997462,1.035055,0.000149,305.475006,0.264802,0.339243,0.439915,32,28,21,9,21,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,3,0.312585,0.014154,0.45062,0.0,0.312585,0.014154,0.45062,0.0,0.0,1.0,0.002863,0.0042,0.0,1.001273,1.049307,0.000145,286.573212,0.254481,0.317758,0.401851,32,27,19,7,19,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,4,0.362858,0.01021,0.47298,0.246012,0.362858,0.01021,0.47298,0.246012,-0.0,1.0,0.002987,-6.3e-05,0.0,0.997602,1.023243,0.000125,148.801895,0.285192,0.368109,0.434862,32,25,22,9,22,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,5,0.321404,0.018492,0.472537,0.0,0.321404,0.018492,0.472537,0.0,-0.0,1.0,0.001267,0.032795,0.0,1.005991,1.049044,0.000146,431.231781,0.260711,0.325088,0.440481,32,25,20,7,20,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,6,0.346746,0.015551,0.539465,0.0,0.346746,0.015551,0.539465,0.0,0.0,1.0,0.00091,0.024481,0.0,1.002136,1.052297,0.000127,294.931824,0.282208,0.33352,0.41918,32,26,23,10,23,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,7,0.34665,0.009445,0.439767,0.21808,0.34665,0.009445,0.439767,0.21808,-0.0,1.0,0.006318,-0.015922,0.0,0.999147,1.033771,7.7e-05,272.926636,0.263116,0.355608,0.412408,32,27,22,9,22,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,8,0.34995,0.012945,0.553899,0.218404,0.34995,0.012945,0.553899,0.218404,0.0,1.0,0.01054,-0.048933,0.0,0.994105,1.046978,0.000308,380.528656,0.270225,0.337691,0.460541,32,27,21,7,21,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,9,0.338945,0.014524,0.6043,0.184765,0.338945,0.014524,0.6043,0.184765,-0.0,1.0,0.004493,-0.014754,0.0,0.999196,1.026575,0.000122,135.367432,0.260646,0.33512,0.409201,32,30,26,8,26,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,10,0.351387,0.011893,0.592979,0.260937,0.351387,0.011893,0.592979,0.260937,0.0,1.0,-0.003183,0.044962,0.0,1.0013,1.027508,4.7e-05,419.613098,0.281635,0.34788,0.404653,32,28,20,7,20,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,11,0.333426,0.014599,0.717289,0.244772,0.333426,0.014599,0.717289,0.244772,0.0,1.0,-0.004175,0.053565,0.0,1.00032,1.020348,3.1e-05,331.135284,0.26234,0.331548,0.38817,32,28,26,10,26,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,12,0.361313,0.010503,0.475025,0.232074,0.361313,0.010503,0.475025,0.232074,-0.0,1.0,-0.000502,-3e-05,0.0,0.999478,1.00908,6e-06,595.61615,0.287874,0.363486,0.444362,32,26,24,8,24,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,13,0.359602,0.014065,0.617635,0.213313,0.359602,0.014065,0.617635,0.213313,-0.0,1.0,-0.000724,0.054121,0.0,0.995814,1.007539,5.5e-05,525.751648,0.281435,0.35698,0.440847,32,25,20,8,20,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,14,0.335688,0.010782,0.459593,0.225642,0.335688,0.010782,0.459593,0.225642,0.0,1.0,-0.000198,0.03095,0.0,1.000601,1.028541,0.000109,299.48584,0.265237,0.331897,0.436082,32,26,25,9,25,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,15,0.343432,0.010465,0.456578,0.216552,0.343432,0.010465,0.456578,0.216552,-0.0,1.0,-0.00409,0.051198,0.0,0.999266,1.011789,1.2e-05,216.598007,0.285928,0.333218,0.421269,32,29,22,6,22,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,16,0.339067,0.009144,0.426379,0.22833,0.339067,0.009144,0.426379,0.22833,0.0,1.0,0.003641,0.014255,0.0,0.997595,1.019803,4.9e-05,446.491791,0.278802,0.336632,0.412626,32,27,21,9,21,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,17,0.332628,0.0126,0.495245,0.208985,0.332628,0.0126,0.495245,0.208985,-0.0,1.0,0.003525,0.017953,0.0,0.99226,1.037363,0.000229,380.41449,0.251426,0.319717,0.424083,32,27,25,8,25,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,18,0.329362,0.011061,0.460124,0.22169,0.329362,0.011061,0.460124,0.22169,-0.0,1.0,0.004099,-0.006646,0.0,0.999888,1.032228,0.000109,162.750046,0.240143,0.324464,0.422264,32,28,20,9,20,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,19,0.353531,0.011509,0.561147,0.249449,0.353531,0.011509,0.561147,0.249449,-0.0,1.0,0.006097,0.019497,0.0,1.000008,1.091084,0.000384,450.067108,0.282758,0.347676,0.449644,32,25,20,6,20,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,20,0.346065,0.010463,0.440436,0.231967,0.346065,0.010463,0.440436,0.231967,0.0,1.0,0.001454,0.017903,0.0,0.996173,1.073039,0.000212,461.232086,0.246047,0.360354,0.414802,32,27,24,8,24,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,21,0.330648,0.014013,0.438891,0.0,0.330648,0.014013,0.438891,0.0,-0.0,1.0,0.023727,-0.047387,0.0,0.994959,1.022567,0.00042,742.672791,0.258627,0.341082,0.416477,32,31,25,8,25,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,22,0.350553,0.009959,0.495282,0.247251,0.350553,0.009959,0.495282,0.247251,-0.0,1.0,0.015369,-0.030905,0.0,0.989798,1.035389,0.000608,306.242126,0.279959,0.355157,0.409674,32,26,20,8,20,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,23,0.343014,0.010343,0.548095,0.237587,0.343014,0.010343,0.548095,0.237587,0.0,1.0,-8.4e-05,0.001994,0.0,1.000704,1.078025,0.000118,244.355347,0.27502,0.343086,0.392588,32,27,23,8,23,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,24,0.355038,0.009492,0.503741,0.265397,0.355038,0.009492,0.503741,0.265397,0.0,1.0,-0.002496,0.031151,0.0,0.99985,1.009502,1.1e-05,487.373718,0.290426,0.347457,0.420076,32,27,20,7,20,-1
case_02_Zr_peak_penalized_heads_seed9713,Zr,peak_penalized,9713,25,0.345231,0.012591,0.511554,0.216603,0.345231,0.012591,0.511554,0.216603,0.0,1.0,-0.000375,0.016241,0.0,0.999066,1.020438,6.7e-05,338.566162,0.271384,0.33265,0.464117,32,27,19,8,19,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,1,0.355945,0.014963,0.51205,0.0,0.355945,0.014963,0.51205,0.0,-0.0,1.0,0.032953,-0.000616,0.03125,1.002434,1.250793,0.003051,736.24646,0.296867,0.368429,0.429039,32,8,10,7,10,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,2,0.356275,0.014952,0.464096,0.0,0.356275,0.014952,0.464096,0.0,-0.0,1.0,0.005907,0.0351,0.0,1.010632,1.174841,0.001441,356.889954,0.304207,0.355413,0.452274,32,8,11,8,11,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,3,0.351804,0.010086,0.521751,0.263914,0.351804,0.010086,0.521751,0.263914,0.0,1.0,0.009119,-0.000474,0.0,0.992483,1.136178,0.000948,608.1297,0.289034,0.350861,0.426894,32,5,5,7,7,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,4,0.352804,0.01711,0.51822,0.0,0.352804,0.01711,0.51822,0.0,0.0,1.0,0.010165,0.031911,0.0,1.000381,1.093528,0.000785,530.067871,0.245419,0.363702,0.449562,32,11,12,13,14,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,5,0.353172,0.016438,0.523281,0.0,0.353172,0.016438,0.523281,0.0,-0.0,1.0,0.002368,-0.009434,0.0,0.995577,1.063829,0.000547,447.398956,0.272223,0.364688,0.471244,32,7,7,7,8,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,6,0.353513,0.012245,0.498504,0.2374,0.353513,0.012245,0.498504,0.2374,0.0,1.0,0.007721,0.027761,0.0,0.999172,1.085821,0.000508,387.269928,0.275349,0.334377,0.462918,32,6,6,6,7,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,7,0.346927,0.010095,0.478633,0.246875,0.346927,0.010095,0.478633,0.246875,-0.0,1.0,0.010641,0.023847,0.0,1.004202,1.067732,0.000358,680.243591,0.275765,0.347981,0.42037,32,7,10,11,12,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,8,0.351718,0.012512,0.539858,0.249222,0.351718,0.012512,0.539858,0.249222,0.0,1.0,0.013953,-0.055602,0.0,1.000448,1.070207,0.000435,514.867798,0.265567,0.350682,0.441164,32,7,8,8,8,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,9,0.372062,0.011457,0.509126,0.28034,0.372062,0.011457,0.509126,0.28034,-0.0,1.0,0.001034,0.071998,0.0,0.997417,1.036161,0.000162,541.575745,0.288344,0.358102,0.463032,32,9,11,10,12,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,10,0.351357,0.011743,0.485996,0.25358,0.351357,0.011743,0.485996,0.25358,-0.0,1.0,0.011294,0.007467,0.0,1.001513,1.050954,0.000321,722.99408,0.275952,0.339794,0.441817,32,6,8,7,9,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,11,0.372183,0.010242,0.51107,0.26994,0.372183,0.010242,0.51107,0.26994,0.0,1.0,0.009237,-0.048545,0.0,0.991119,1.071829,0.000809,229.839203,0.299239,0.373384,0.449192,32,8,10,9,10,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,12,0.33834,0.00963,0.47651,0.244626,0.33834,0.00963,0.47651,0.244626,-0.0,1.0,0.005656,-0.031845,0.0,0.996989,1.078551,0.000508,666.649414,0.273611,0.327986,0.416074,32,6,7,7,7,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,13,0.356005,0.012339,0.504481,0.244277,0.356005,0.012339,0.504481,0.244277,0.0,1.0,-0.003609,0.080901,0.0,0.996843,1.067023,0.000281,400.45105,0.280724,0.347895,0.448613,32,8,10,10,10,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,14,0.364173,0.012321,0.568486,0.252141,0.364173,0.012321,0.568486,0.252141,0.0,1.0,0.018013,-0.112924,0.0,0.997606,1.072696,0.000353,661.722473,0.261874,0.368248,0.443203,32,6,10,10,11,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,15,0.36939,0.009506,0.457426,0.279428,0.36939,0.009506,0.457426,0.279428,0.0,1.0,0.005095,0.031748,0.0,0.999276,1.072115,0.000515,561.286865,0.311895,0.363977,0.451841,32,8,10,9,11,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,16,0.352242,0.009871,0.479127,0.26117,0.352242,0.009871,0.479127,0.26117,0.0,1.0,0.00866,-0.022881,0.0,0.993209,1.108433,0.000853,488.500366,0.284949,0.346425,0.443413,32,7,11,10,12,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,17,0.367498,0.010399,0.534154,0.271272,0.367498,0.010399,0.534154,0.271272,0.0,1.0,-0.013452,0.150107,0.0,1.003996,1.079436,0.000562,474.014374,0.304578,0.362324,0.457511,32,6,7,7,8,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,18,0.362946,0.00953,0.481123,0.247583,0.362946,0.00953,0.481123,0.247583,0.0,1.0,-0.001668,0.082105,0.0,1.003601,1.072013,0.000465,490.309204,0.294107,0.360688,0.428118,32,6,9,6,9,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,19,0.357226,0.009772,0.498498,0.279377,0.357226,0.009772,0.498498,0.279377,-0.0,1.0,0.005522,-0.026761,0.0,0.992808,1.062207,0.000358,607.635681,0.299289,0.344095,0.446457,32,6,8,9,10,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,20,0.364156,0.009084,0.485916,0.27886,0.364156,0.009084,0.485916,0.27886,-0.0,1.0,-0.002806,0.092022,0.0,0.991991,1.050669,0.000358,496.122192,0.303142,0.36148,0.438668,32,7,9,10,11,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,21,0.3769,0.010883,0.523488,0.270051,0.3769,0.010883,0.523488,0.270051,0.0,1.0,-0.008695,0.158734,0.0,0.997846,1.054745,0.000383,441.676971,0.301549,0.372649,0.466914,32,10,12,12,12,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,22,0.37974,0.010468,0.494672,0.25569,0.37974,0.010468,0.494672,0.25569,0.0,1.0,0.006055,0.087853,0.0,0.988455,1.026442,0.000562,742.444519,0.304349,0.37694,0.454411,32,7,8,10,10,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,23,0.351601,0.020609,0.554952,0.0,0.351601,0.020609,0.554952,0.0,0.0,1.0,-0.024879,0.188473,0.0,1.002423,1.056456,0.000412,806.595703,0.270111,0.359234,0.506258,32,7,11,10,12,-1
case_03_NbS2_peak_heads_seed9721,NbS2,peak,9721,24,0.356833,0.009407,0.456763,0.240884,0.356833,0.009407,0.456763,0.240884,0.0,1.0,-0.016019,0.179798,0.0,0.999324,1.012521,3.6e-05,649.816956,0.289419,0.354748,0.443859,32,7,8,8,9,-1
