formula,method,epoch_start,epoch_end,epoch_seed_points,raw_score_mean,raw_score_std,reward_mean,reward_std,ppo_objective_mean,ppo_objective_std,zero_scores,mean_unique_WA
Li2TeC2,cosine,21,30,30,0.2024319,0.04282378381643391,-0.39774936666666666,0.05043108853242765,-0.0208624,0.3026384301692478,21,7.933333333333334
Li2TeC2,cosine,31,40,30,0.21704166666666666,0.04632620739806885,-0.38861286666666667,0.04788557530873874,0.09741913333333332,0.32877475010790524,15,8
Li2TeC2,cosine,41,50,30,0.19749083333333334,0.04580804405347991,-0.42553230000000003,0.05749377811505636,0.13721213333333335,0.2996406294479809,22,8
Li2TeC2,cosine,51,60,30,0.2420069,0.05587740001726995,-0.3933731,0.0708510322961023,0.22558206666666666,0.3061571069681854,13,8
Li2TeC2,cosine,61,70,30,0.21095063333333333,0.05168917292656386,-0.4249212,0.05549306850433364,0.24673223333333333,0.3206301833034109,18,8
Li2TeC2,cosine,71,80,30,0.21315443333333334,0.054983061019847033,-0.4227172,0.0659153900311604,0.30162706666666667,0.3215900704897394,10,7.933333333333334
Li2TeC2,cosine,81,90,30,0.2181933,0.040488772147473186,-0.41767873333333333,0.054680279604828484,0.3251886666666667,0.32855601546842644,13,8
Li2TeC2,cosine,91,100,30,0.1988076,0.051088026031285774,-0.4370642,0.05338264110513829,0.33982206666666664,0.3289946617590153,21,7.933333333333334
Li2TeC2,peak,1,10,30,0.30366963333333336,0.05057719572988294,-0.2755822666666667,0.05303036570175829,-1.3012278,2.287828835478715,39,8
Li2TeC2,peak,11,20,30,0.31388523333333335,0.04993398000005163,-0.32004533333333335,0.056765259102925104,-1.1513011666666666,2.1894221299984626,31,7.933333333333334
Li2TeC2,peak,21,30,30,0.3015925,0.06007734041869142,-0.39782843333333334,0.08105914742239494,-1.0998337333333335,2.098747566664159,40,7.933333333333334
Li2TeC2,peak,31,40,30,0.31460316666666666,0.05985744182755298,-0.3865506,0.08758549386650737,-0.9645286333333334,2.0555450672532656,34,8
Li2TeC2,peak,41,50,30,0.28629876666666665,0.05909495362701361,-0.4304496666666667,0.06275955730528662,-0.901493,1.9673169075084302,50,8
Li2TeC2,peak,51,60,30,0.3347866,0.05711101875213457,-0.38196193333333334,0.056696548352866145,-0.7989775666666666,1.9094558684610072,23,8
Li2TeC2,peak,61,70,30,0.30596253333333334,0.06444826829519075,-0.4140537,0.08289663918927392,-0.7437528,1.8743350731375006,33,8
Li2TeC2,peak,71,80,30,0.3084247333333333,0.05880585893085446,-0.4158606,0.0659293577928174,-0.6689888666666667,1.7964131156050331,37,7.966666666666667
Li2TeC2,peak,81,90,30,0.3167315666666667,0.05329643030678092,-0.4320993,0.05906615124934077,-0.6282030333333333,1.7532587662275922,35,8
Li2TeC2,peak,91,100,30,0.2963904333333333,0.06138105580860343,-0.4546933,0.05525854558838237,-0.6077930666666667,1.7293802690684108,38,7.933333333333334
NaNiH3,cosine,1,10,30,0.21533953333333333,0.00831238658362059,-0.0573788,0.015934313591324436,1.7205392333333334,0.5170684187338386,0,7.166666666666667
NaNiH3,cosine,11,20,30,0.21658376666666668,0.009601414314857762,-0.0625376,0.014104607428307485,1.8894299333333333,0.4354340363869085,0,7.1
NaNiH3,cosine,21,30,30,0.2106428,0.012160990369209243,-0.07624173333333334,0.021239032752510698,1.9767809,0.39536814850047036,0,6.966666666666667
NaNiH3,cosine,31,40,30,0.214463,0.010727155590680442,-0.07631093333333333,0.013272791178279807,2.0366686,0.3644139557340068,0,7.033333333333333
NaNiH3,cosine,41,50,30,0.21615586666666667,0.009819538525251015,-0.07511273333333333,0.014946377993644108,2.073307633333333,0.33941733946991015,0,6.966666666666667
NaNiH3,cosine,51,60,30,0.21165803333333333,0.011879659833747579,-0.07998383333333334,0.01178439049783889,2.1035969666666667,0.32518352158112024,0,7.066666666666666
NaNiH3,cosine,61,70,30,0.2167294,0.008586209406561976,-0.07507256666666667,0.015638989973105324,2.1400517,0.3018385718724663,0,7.1
NaNiH3,cosine,71,80,30,0.21650786666666666,0.00993993625644663,-0.084522,0.0143770746282638,2.132906833333333,0.34436490265967223,0,7.166666666666667
NaNiH3,cosine,81,90,30,0.21630263333333333,0.00960606547442234,-0.08590746666666667,0.014256395843581534,2.1528797666666666,0.33900239775294444,0,6.966666666666667
NaNiH3,cosine,91,100,30,0.2141172,0.009634025217598992,-0.0896646,0.011317429471394995,2.183140566666667,0.30495318870406796,0,7.033333333333333
NaNiH3,peak,1,10,30,0.43249196666666667,0.04080661295875407,-0.2191008,0.06859487298012877,0.15026746666666665,0.11041975228274252,0,7.166666666666667
NaNiH3,peak,11,20,30,0.42489746666666667,0.03621915282897833,-0.32524723333333333,0.05052543453791917,0.09949603333333333,0.09070875753475453,0,7.066666666666666
NaNiH3,peak,21,30,30,0.4421692,0.040617715923309455,-0.3085505666666667,0.042966976452994944,0.17290523333333332,0.07256558964306399,0,6.966666666666667
NaNiH3,peak,31,40,30,0.43194476666666665,0.04312404828142749,-0.3189187,0.04862723333698926,0.17275726666666666,0.09078311413727898,0,7.1
NaNiH3,peak,41,50,30,0.4397732,0.0455341206506359,-0.31295576666666663,0.05009221527521905,0.20494976666666667,0.08276487623772269,0,7.066666666666666
NaNiH3,peak,51,60,30,0.4263656,0.05285506279351739,-0.3437673333333333,0.05291835053824797,0.19549363333333333,0.06743321723872854,0,7.033333333333333
NaNiH3,peak,61,70,30,0.4353742666666667,0.06023859814489562,-0.3348330666666667,0.060200786041342984,0.22637243333333334,0.08092512525937513,0,7.033333333333333
NaNiH3,peak,71,80,30,0.428288,0.04105780785591619,-0.34193323333333336,0.041030144787041097,0.22204826666666666,0.0904891594766774,0,7.2
NaNiH3,peak,81,90,30,0.4203154,0.05236460057367,-0.3499057666666667,0.05238009959751467,0.23559243333333332,0.09257080698279321,0,7
NaNiH3,peak,91,100,30,0.446815,0.04648200358346585,-0.3234061,0.046429822432965076,0.26381963333333336,0.08115306235153559,0,7.1
