formula,checkpoint_epoch,metric,comparison,pairs,mean_difference,std_difference,positive_pairs,negative_pairs,zero_pairs,exact_sign_flip_p_two_sided
ALL,20,top10_peak_structure_matches,peak_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,20,top10_cosine_structure_matches,peak_minus_cosine,12,0.0,0.0,0,0,12,1.0
ALL,20,top10_cosine_structure_matches,cosine_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,20,top10_cosine_structure_matches,peak_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,50,mean_peak_score,peak_minus_cosine,12,0.00040588397560092915,0.006851290514245659,5,7,0,0.85107421875
ALL,50,mean_peak_score,cosine_minus_base,12,0.0007962732538637773,0.011025969079358922,6,6,0,0.8251953125
ALL,50,mean_peak_score,peak_minus_base,12,0.0012021572294647065,0.007029524039583473,8,4,0,0.58251953125
ALL,50,mean_cosine_score,peak_minus_cosine,12,-0.0015387065208780591,0.005677556698803543,5,7,0,0.416015625
ALL,50,mean_cosine_score,cosine_minus_base,12,0.003006346248533543,0.005387199291252991,7,5,0,0.09130859375
ALL,50,mean_cosine_score,peak_minus_base,12,0.0014676397276554842,0.00636645034623089,5,7,0,0.45556640625
ALL,50,structure_matches,peak_minus_cosine,12,0.16666666666666666,1.0671873729054748,2,1,9,0.75
ALL,50,structure_matches,cosine_minus_base,12,-0.08333333333333333,0.27638539919628335,0,1,11,1.0
ALL,50,structure_matches,peak_minus_base,12,0.08333333333333333,1.2555432644432802,2,1,9,1.0
ALL,50,valid_xrd,peak_minus_cosine,12,0.5,0.7637626158259734,6,1,5,0.109375
ALL,50,valid_xrd,cosine_minus_base,12,-0.4166666666666667,1.2555432644432802,2,5,5,0.40625
ALL,50,valid_xrd,peak_minus_base,12,0.08333333333333333,1.1873172373979173,3,3,6,1.0
ALL,50,formula_match_sampler,peak_minus_cosine,12,0.0,0.0,0,0,12,1.0
ALL,50,formula_match_sampler,cosine_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,50,formula_match_sampler,peak_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,50,top10_peak_structure_matches,peak_minus_cosine,12,0.08333333333333333,0.27638539919628335,1,0,11,1.0
ALL,50,top10_peak_structure_matches,cosine_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,50,top10_peak_structure_matches,peak_minus_base,12,0.08333333333333333,0.27638539919628335,1,0,11,1.0
ALL,50,top10_cosine_structure_matches,peak_minus_cosine,12,0.0,0.0,0,0,12,1.0
ALL,50,top10_cosine_structure_matches,cosine_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,50,top10_cosine_structure_matches,peak_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,100,mean_peak_score,peak_minus_cosine,12,-0.00011553055725229318,0.008622942123912895,7,5,0,0.966796875
ALL,100,mean_peak_score,cosine_minus_base,12,0.0011568999154666405,0.006388045056217304,8,4,0,0.5859375
ALL,100,mean_peak_score,peak_minus_base,12,0.0010413693582143474,0.00886702792621106,7,5,0,0.7197265625
ALL,100,mean_cosine_score,peak_minus_cosine,12,-0.0037111585252314803,0.005998676323963982,3,9,0,0.06103515625
ALL,100,mean_cosine_score,cosine_minus_base,12,0.004204327784983759,0.007016354040370131,9,3,0,0.0712890625
ALL,100,mean_cosine_score,peak_minus_base,12,0.0004931692597522792,0.005812150702695176,7,5,0,0.78076171875
ALL,100,structure_matches,peak_minus_cosine,12,-0.08333333333333333,1.6562172428626492,1,2,9,1.0
ALL,100,structure_matches,cosine_minus_base,12,-0.08333333333333333,0.27638539919628335,0,1,11,1.0
ALL,100,structure_matches,peak_minus_base,12,-0.16666666666666666,1.8633899812498247,1,2,9,0.75
ALL,100,valid_xrd,peak_minus_cosine,12,0.08333333333333333,1.114924013354971,5,4,3,1.0
ALL,100,valid_xrd,cosine_minus_base,12,-0.08333333333333333,0.8620067027323833,2,4,6,1.0
ALL,100,valid_xrd,peak_minus_base,12,0.0,1.224744871391589,5,4,3,1.0
ALL,100,formula_match_sampler,peak_minus_cosine,12,0.0,0.0,0,0,12,1.0
ALL,100,formula_match_sampler,cosine_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,100,formula_match_sampler,peak_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,100,top10_peak_structure_matches,peak_minus_cosine,12,0.0,0.0,0,0,12,1.0
ALL,100,top10_peak_structure_matches,cosine_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,100,top10_peak_structure_matches,peak_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,100,top10_cosine_structure_matches,peak_minus_cosine,12,0.0,0.0,0,0,12,1.0
ALL,100,top10_cosine_structure_matches,cosine_minus_base,12,0.0,0.0,0,0,12,1.0
ALL,100,top10_cosine_structure_matches,peak_minus_base,12,0.0,0.0,0,0,12,1.0
